RespondId,SOI,RiskTaking,DDk,KSF,Age,Gender,Sex,SexOrient,Race,Relationship,Children,Planforchildren,Ageof1stchild,@#children,Residence,Location,SexRatio,LifeExpectancy,Income,HHIncome,Roommates,PopulationDensity
4,4.333333333333333,2.857142857142857,3.989892308195327e-4,-0.05023282457282065,18,Non-binary / third gender,Male,Asexual,White / Caucasian,Dating,No,Definitely not,NA,NA,1,NA,56,80,45000,200000,8,15
4,4.333333333333333,2.857142857142857,3.989892308195327e-4,-0.05023282457282065,18,Non-binary / third gender,Male,Asexual,White / Caucasian,Dating,No,Definitely not,NA,NA,2,NA,50,70,60000,200000,6,150
4,4.333333333333333,2.857142857142857,3.989892308195327e-4,-0.05023282457282065,18,Non-binary / third gender,Male,Asexual,White / Caucasian,Dating,No,Definitely not,NA,NA,3,NA,53,70,30000,200000,5,140
4,4.333333333333333,2.857142857142857,3.989892308195327e-4,-0.05023282457282065,18,Non-binary / third gender,Male,Asexual,White / Caucasian,Dating,No,Definitely not,NA,NA,4,NA,60,90,200000,200000,6,6
4,4.333333333333333,2.857142857142857,3.989892308195327e-4,-0.05023282457282065,18,Non-binary / third gender,Male,Asexual,White / Caucasian,Dating,No,Definitely not,NA,NA,5,NA,51,70,20000,5000,2,700
5,6.555555555555555,2.5,0.009723443085103638,-0.0086227422900808,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,NA,2,1,NA,51,77,200000,300000,4,9000
5,6.555555555555555,2.5,0.009723443085103638,-0.0086227422900808,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,NA,2,2,NA,52,73,54000,5000,4,3500
6,1.3333333333333333,1.7857142857142858,0.06444679235407182,-1.2711004873015062,20,Female,Female,Bisexual / Pansexual,White / Caucasian,Dating,No,Definitely yes,24,2,1,NA,61,75,25000,20000,8,45
6,1.3333333333333333,1.7857142857142858,0.06444679235407182,-1.2711004873015062,20,Female,Female,Bisexual / Pansexual,White / Caucasian,Dating,No,Definitely yes,24,2,2,NA,71,65,60000,30000,5,50
6,1.3333333333333333,1.7857142857142858,0.06444679235407182,-1.2711004873015062,20,Female,Female,Bisexual / Pansexual,White / Caucasian,Dating,No,Definitely yes,24,2,3,NA,81,70,40000,30000,5,65
6,1.3333333333333333,1.7857142857142858,0.06444679235407182,-1.2711004873015062,20,Female,Female,Bisexual / Pansexual,White / Caucasian,Dating,No,Definitely yes,24,2,4,NA,61,60,20000,15000,5,10
7,3.4444444444444446,2.357142857142857,0.0025111537475380444,-0.20256485065307464,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,26,3,1,NA,46,80,70000,90000,5,60
7,3.4444444444444446,2.357142857142857,0.0025111537475380444,-0.20256485065307464,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,26,3,2,NA,55,83,70000,95000,4,250
7,3.4444444444444446,2.357142857142857,0.0025111537475380444,-0.20256485065307464,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,26,3,3,NA,47,84,40000,120000,4,200
7,3.4444444444444446,2.357142857142857,0.0025111537475380444,-0.20256485065307464,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,26,3,4,NA,53,85,75000,60000,7,350
7,3.4444444444444446,2.357142857142857,0.0025111537475380444,-0.20256485065307464,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,26,3,5,NA,55,78,55000,120000,2,1000
8,2.2222222222222223,2.2142857142857144,0.013454728788388133,0.40233774797561234,20,Male,Male,,White / Caucasian,Single,No,Probably yes,25,3,1,NA,71,75,50000,50000,4,500
8,2.2222222222222223,2.2142857142857144,0.013454728788388133,0.40233774797561234,20,Male,Male,,White / Caucasian,Single,No,Probably yes,25,3,2,NA,61,70,50000,50000,4,4
8,2.2222222222222223,2.2142857142857144,0.013454728788388133,0.40233774797561234,20,Male,Male,,White / Caucasian,Single,No,Probably yes,25,3,3,NA,61,78,60000,60000,4,60
8,2.2222222222222223,2.2142857142857144,0.013454728788388133,0.40233774797561234,20,Male,Male,,White / Caucasian,Single,No,Probably yes,25,3,4,NA,49,75,55000,55000,4,600
8,2.2222222222222223,2.2142857142857144,0.013454728788388133,0.40233774797561234,20,Male,Male,,White / Caucasian,Single,No,Probably yes,25,3,5,NA,50,72,40000,55000,4,12
9,5,2.5,0.0010021930053729987,-0.09112085437192795,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,26,3,1,NA,50,80,40000,NA,4,100
9,5,2.5,0.0010021930053729987,-0.09112085437192795,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,26,3,2,NA,71,80,50000,NA,300,300
10,1.3333333333333333,2.2857142857142856,0.015745324958769378,-0.10748747757058633,19,Female,Female,Heterosexual,Black / African-American,Single,No,Definitely yes,26,4,1,NA,55,80,80000,150000,4,7000
10,1.3333333333333333,2.2857142857142856,0.015745324958769378,-0.10748747757058633,19,Female,Female,Heterosexual,Black / African-American,Single,No,Definitely yes,26,4,2,NA,61,75,70000,0,1,700000
10,1.3333333333333333,2.2857142857142856,0.015745324958769378,-0.10748747757058633,19,Female,Female,Heterosexual,Black / African-American,Single,No,Definitely yes,26,4,3,NA,54,82,60000,0,1,50000
11,1.1111111111111112,2.2857142857142856,0.04101143077600656,1.0052543916800598,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,2,1,NA,55,76,56000,150000,4,300
11,1.1111111111111112,2.2857142857142856,0.04101143077600656,1.0052543916800598,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,2,2,NA,53,76,56000,80000,4,450
11,1.1111111111111112,2.2857142857142856,0.04101143077600656,1.0052543916800598,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,2,3,NA,49,75,65000,160000,4,1000
11,1.1111111111111112,2.2857142857142856,0.04101143077600656,1.0052543916800598,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,2,4,NA,47,70,45000,100000,2,5000
11,1.1111111111111112,2.2857142857142856,0.04101143077600656,1.0052543916800598,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,2,5,NA,47,70,40000,65000,1,3000
12,1.8888888888888888,1.5,0.015866789939898148,0.838803921260289,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,4,1,NA,68,80,80000,180000,6,70
12,1.8888888888888888,1.5,0.015866789939898148,0.838803921260289,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,4,2,NA,74,80,85000,0,3,50
12,1.8888888888888888,1.5,0.015866789939898148,0.838803921260289,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,4,3,NA,61,75,75000,90000,5,10
13,1,3.2142857142857144,0.002535233991246886,-0.3170828074664821,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,29,3,1,NA,72,95,65221,88786,4,4
13,1,3.2142857142857144,0.002535233991246886,-0.3170828074664821,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,29,3,2,NA,71,84,71000,103456,4,15
14,4.444444444444445,3.5714285714285716,0.015866789939898148,0.38350585126810544,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,4,1,NA,50,75,60000,150000,6,1000
14,4.444444444444445,3.5714285714285716,0.015866789939898148,0.38350585126810544,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,4,2,NA,71,75,50000,100000,6,25
14,4.444444444444445,3.5714285714285716,0.015866789939898148,0.38350585126810544,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,4,3,NA,56,79,60000,120000,7,300
15,5.888888888888889,2.5,0.24942329796316196,-0.18339712859947427,19,Male,Male,Heterosexual,Black / African-American,Dating,No,Definitely yes,24,2,1,NA,52,80,40000,112000,4,600
16,4.111111111111111,1.7857142857142858,0.04095697875273276,-0.02828752254873947,23,Male,Male,Heterosexual,White / Caucasian,Single,No,Probably not,27,2,1,NA,51,45,50000,170000,5,1000
16,4.111111111111111,1.7857142857142858,0.04095697875273276,-0.02828752254873947,23,Male,Male,Heterosexual,White / Caucasian,Single,No,Probably not,27,2,2,NA,45,30,40000,170000,7,5000
17,2.3333333333333335,2.0714285714285716,0.10127393670836667,-0.03896838609343689,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,27,4,1,NA,23,80,100000,100000,5,50
17,2.3333333333333335,2.0714285714285716,0.10127393670836667,-0.03896838609343689,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,27,4,2,NA,50,70,20,14,3,100
17,2.3333333333333335,2.0714285714285716,0.10127393670836667,-0.03896838609343689,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,27,4,3,NA,36,80,100000,100000,8,70
18,3.4444444444444446,2,0.24942329796316196,-0.13013936000033946,22,Male,Male,Heterosexual,White / Caucasian,Single,No,Probably yes,28,2,1,NA,50,90,70000,70000,5,500
18,3.4444444444444446,2,0.24942329796316196,-0.13013936000033946,22,Male,Male,Heterosexual,White / Caucasian,Single,No,Probably yes,28,2,2,NA,57,90,10000,10000,3,1000
19,1.3333333333333333,2.357142857142857,0.009706450818307536,0.46512963229053067,20,Female,Female,Heterosexual,Asian / Asian-American,Single,No,Probably yes,30,5,1,NA,46,70,857,2856,6,126
19,1.3333333333333333,2.357142857142857,0.009706450818307536,0.46512963229053067,20,Female,Female,Heterosexual,Asian / Asian-American,Single,No,Probably yes,30,5,2,NA,24,80,857,1714,6,50
19,1.3333333333333333,2.357142857142857,0.009706450818307536,0.46512963229053067,20,Female,Female,Heterosexual,Asian / Asian-American,Single,No,Probably yes,30,5,3,NA,45,70,857,2857,6,120
19,1.3333333333333333,2.357142857142857,0.009706450818307536,0.46512963229053067,20,Female,Female,Heterosexual,Asian / Asian-American,Single,No,Probably yes,30,5,4,NA,48,66,67927,2750,6,2166
19,1.3333333333333333,2.357142857142857,0.009706450818307536,0.46512963229053067,20,Female,Female,Heterosexual,Asian / Asian-American,Single,No,Probably yes,30,5,5,NA,48,65,52747,2750,1,2700
20,5,2.2857142857142856,0.004837066768343081,0.29825687508883003,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,25,2,1,NA,49,90,100000,250000,5,300
20,5,2.2857142857142856,0.004837066768343081,0.29825687508883003,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,25,2,2,NA,50,85,80000,190000,5,450
20,5,2.2857142857142856,0.004837066768343081,0.29825687508883003,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,25,2,3,NA,49,87,109000,100000,5,1250
21,6.333333333333333,2.642857142857143,0.002535233991246886,-0.10045453529057943,21,Male,Male,Bisexual / Pansexual,White / Caucasian,Single,No,Probably yes,30,2,1,NA,50,70,80000,46000,3,1000
21,6.333333333333333,2.642857142857143,0.002535233991246886,-0.10045453529057943,21,Male,Male,Bisexual / Pansexual,White / Caucasian,Single,No,Probably yes,30,2,2,NA,50,60,40000,150000,3,2000
21,6.333333333333333,2.642857142857143,0.002535233991246886,-0.10045453529057943,21,Male,Male,Bisexual / Pansexual,White / Caucasian,Single,No,Probably yes,30,2,3,NA,50,80,100000,150000,4,100
21,6.333333333333333,2.642857142857143,0.002535233991246886,-0.10045453529057943,21,Male,Male,Bisexual / Pansexual,White / Caucasian,Single,No,Probably yes,30,2,4,NA,50,80,90000,100000,4,300
21,6.333333333333333,2.642857142857143,0.002535233991246886,-0.10045453529057943,21,Male,Male,Bisexual / Pansexual,White / Caucasian,Single,No,Probably yes,30,2,5,NA,50,70,60000,0,4,1000
22,4.777777777777778,2.4285714285714284,0.04095697875273276,0.01697313324315803,19,Female,Female,Heterosexual,Hispanic / Latino(a),Single,No,Probably yes,27,3,1,NA,51,80,50000,20000,6,10000
22,4.777777777777778,2.4285714285714284,0.04095697875273276,0.01697313324315803,19,Female,Female,Heterosexual,Hispanic / Latino(a),Single,No,Probably yes,27,3,2,NA,50,90,70000,20000,6,10000
22,4.777777777777778,2.4285714285714284,0.04095697875273276,0.01697313324315803,19,Female,Female,Heterosexual,Hispanic / Latino(a),Single,No,Probably yes,27,3,3,NA,55,90,100000,50000,5,10000
23,1.3333333333333333,2.5,0.015745324958769378,0.37718057389397047,20,Female,Female,Heterosexual,Multiracial,Dating,No,Probably yes,24,3,1,NA,28,85,100000,140000,2,3000
23,1.3333333333333333,2.5,0.015745324958769378,0.37718057389397047,20,Female,Female,Heterosexual,Multiracial,Dating,No,Probably yes,24,3,2,NA,55,80,100000,160000,4,4000
23,1.3333333333333333,2.5,0.015745324958769378,0.37718057389397047,20,Female,Female,Heterosexual,Multiracial,Dating,No,Probably yes,24,3,3,NA,56,87,125000,75000,2,2000
23,1.3333333333333333,2.5,0.015745324958769378,0.37718057389397047,20,Female,Female,Heterosexual,Multiracial,Dating,No,Probably yes,24,3,4,NA,61,NA,NA,NA,4,10000
23,1.3333333333333333,2.5,0.015745324958769378,0.37718057389397047,20,Female,Female,Heterosexual,Multiracial,Dating,No,Probably yes,24,3,5,NA,56,NA,NA,NA,2,2000
25,2.2222222222222223,2.142857142857143,0.015866789939898148,-0.32120664507491153,22,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,30,2,1,NA,39,70,15600,12000,2,900
25,2.2222222222222223,2.142857142857143,0.015866789939898148,-0.32120664507491153,22,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,30,2,2,NA,72,70,50000,47000,2,200
26,5.444444444444445,3.0714285714285716,0.0039012103167366586,-0.03724003909512221,NA,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,4,1,NA,54,87,70000,80000,5,10000
26,5.444444444444445,3.0714285714285716,0.0039012103167366586,-0.03724003909512221,NA,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,4,2,NA,56,95,120000,2000,4,9000
26,5.444444444444445,3.0714285714285716,0.0039012103167366586,-0.03724003909512221,NA,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,4,3,NA,67,92,20000,2000,1,9999
27,2.4444444444444446,2.7142857142857144,0.0010018370497569505,0.23375119327892682,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Probably yes,27,3,1,NA,57,88,25000,40000,6,NA
28,1,3.142857142857143,0.0025111537475380444,1.2378796159162537,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,24,5,1,NA,39,25,54000,60000,5,60
28,1,3.142857142857143,0.0025111537475380444,1.2378796159162537,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,24,5,2,NA,50,30,67000,80000,5,80
28,1,3.142857142857143,0.0025111537475380444,1.2378796159162537,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,24,5,3,NA,50,80,40000,80000,5,80
29,1.4444444444444444,2,0.009870181091804188,0.2788773533296257,21,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,29,3,1,NA,55,90,100000,100000,4,72000
29,1.4444444444444444,2,0.009870181091804188,0.2788773533296257,21,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,29,3,2,NA,67,70,80000,70000,1,9000
30,3.4444444444444446,3.5714285714285716,0.04101143077600656,0.41238577487062106,28,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,30,2,1,NA,50,30,55000,25000,5,100
30,3.4444444444444446,3.5714285714285716,0.04101143077600656,0.41238577487062106,28,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,30,2,2,NA,51,30,50000,30000,4,30
30,3.4444444444444446,3.5714285714285716,0.04101143077600656,0.41238577487062106,28,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,30,2,3,NA,51,27,30000,12000,1,200
30,3.4444444444444446,3.5714285714285716,0.04101143077600656,0.41238577487062106,28,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,30,2,4,NA,69,70,45000,35000,1,75
30,3.4444444444444446,3.5714285714285716,0.04101143077600656,0.41238577487062106,28,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,30,2,5,NA,50,70,25000,102000,3,12
31,1,1.5,0.0039012103167366586,0.7442717891320908,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,25,6,1,NA,51,80,50000,80000,5,2000
31,1,1.5,0.0039012103167366586,0.7442717891320908,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,25,6,2,NA,51,80,80000,900000,5,2000
31,1,1.5,0.0039012103167366586,0.7442717891320908,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,25,6,3,NA,51,80,80000,80000,5,2000
31,1,1.5,0.0039012103167366586,0.7442717891320908,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,25,6,5,NA,51,80,80000,80000,5,5000
32,NA,NA,NA,-0.3128139102526314,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Probably yes,28,2,1,NA,51,40,200000,200000,4,100
32,NA,NA,NA,-0.3128139102526314,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Probably yes,28,2,2,NA,82,25,0,0,2,500
33,1.2222222222222223,2,0.015745324958769378,-0.6404991864858157,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,3,1,NA,51,80,40000,70000,4,15
33,1.2222222222222223,2,0.015745324958769378,-0.6404991864858157,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,3,2,NA,51,90,40000,70000,4,40
33,1.2222222222222223,2,0.015745324958769378,-0.6404991864858157,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,3,3,NA,51,85,50000,40000,3,60
33,1.2222222222222223,2,0.015745324958769378,-0.6404991864858157,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,3,4,NA,52,85,50000,50000,3,50
33,1.2222222222222223,2,0.015745324958769378,-0.6404991864858157,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,3,5,NA,51,85,50000,0,2,50
34,4.222222222222222,2.9285714285714284,0.025492268993608288,-1.282493654547856,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely not,NA,NA,1,NA,67,20,65000,50000,4,4
34,4.222222222222222,2.9285714285714284,0.025492268993608288,-1.282493654547856,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely not,NA,NA,2,NA,72,20,65000,50000,4,4
34,4.222222222222222,2.9285714285714284,0.025492268993608288,-1.282493654547856,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely not,NA,NA,3,NA,67,22,65000,60000,4,4
34,4.222222222222222,2.9285714285714284,0.025492268993608288,-1.282493654547856,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely not,NA,NA,4,NA,55,40,50000,45000,2,2
34,4.222222222222222,2.9285714285714284,0.025492268993608288,-1.282493654547856,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely not,NA,NA,5,NA,53,40,54000,45000,2,2
35,4.333333333333333,3.0714285714285716,0.0060031705112660125,-0.08249205239909504,21,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,26,3,1,NA,52,80,45000,80000,5,5
35,4.333333333333333,3.0714285714285716,0.0060031705112660125,-0.08249205239909504,21,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,26,3,2,NA,51,80,60000,5000,1,500
36,3.2222222222222223,2.2857142857142856,0.0025111537475380444,-0.48899457715740874,18,Female,Female,Heterosexual,Hispanic / Latino(a),Dating,No,Probably not,NA,NA,1,NA,49,76,50000,18000,3,26
37,2.3333333333333335,2.7142857142857144,0.04095697875273276,-0.360766002360497,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,26,3,2,NA,28,80,12000,10000,1,50000
38,6.333333333333333,3.0714285714285716,0.06521240611413213,1.1757659624332588,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,30,2,1,NA,61,40,100000,180000,4,100
38,6.333333333333333,3.0714285714285716,0.06521240611413213,1.1757659624332588,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,30,2,2,NA,45,70,100000,80000,4,80
39,2.888888888888889,2.5,0.0060046614266028595,0.5445918200453573,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,27,3,1,NA,50,85,65000,160000,4,8
39,2.888888888888889,2.5,0.0060046614266028595,0.5445918200453573,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,27,3,2,NA,50,80,52000,10000,4,3000
40,3.888888888888889,2.857142857142857,0.015745324958769378,-0.5929452753105385,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,28,2,1,NA,66,86,50000,100000,4,1000
40,3.888888888888889,2.857142857142857,0.015745324958769378,-0.5929452753105385,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,28,2,2,NA,88,80,20000,15000,1,1000
41,3.4444444444444446,2.0714285714285716,0.0039012103167366586,-0.1769887541511938,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Might or might not,30,2,1,NA,51,80,35000,60000,4,1000
41,3.4444444444444446,2.0714285714285716,0.0039012103167366586,-0.1769887541511938,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Might or might not,30,2,2,NA,50,80,15000,0,5,1000
41,3.4444444444444446,2.0714285714285716,0.0039012103167366586,-0.1769887541511938,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Might or might not,30,2,3,NA,53,80,30000,50000,4,1500
42,1.7777777777777777,2.5714285714285716,0.015866789939898148,0.1923290454122086,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,3,1,NA,92,70,40000,75000,5,3
42,1.7777777777777777,2.5714285714285716,0.015866789939898148,0.1923290454122086,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,3,2,NA,49,70,45000,0,5,10
43,1,2,0.00200383096030529,0.36541412715464244,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,5,1,NA,53,85,40000,35000,4,200
43,1,2,0.00200383096030529,0.36541412715464244,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,5,2,NA,43,85,50000,35000,3,200
43,1,2,0.00200383096030529,0.36541412715464244,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,5,3,NA,55,85,48000,30000,3,120
43,1,2,0.00200383096030529,0.36541412715464244,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,5,4,NA,56,85,50000,54000,4,250
43,1,2,0.00200383096030529,0.36541412715464244,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,5,5,NA,62,85,60000,55000,4,300
44,3,3,0.0060046614266028595,0.10770044387388429,23,Female,Female,Bisexual / Pansexual,White / Caucasian,Dating,No,Probably yes,35,2,1,NA,65,86,100000,80000,4,3000
44,3,3,0.0060046614266028595,0.10770044387388429,23,Female,Female,Bisexual / Pansexual,White / Caucasian,Dating,No,Probably yes,35,2,2,NA,74,80,NA,1500,1,1000
45,3.5555555555555554,2.7142857142857144,0.0060046614266028595,0.563988053917847,21,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,24,3,1,NA,50,75,80000,300000,5,15
46,2.5555555555555554,1.9285714285714286,0.015745324958769378,-0.5454179672221846,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,30,2,1,NA,50,80,80000,120000,5,10000
46,2.5555555555555554,1.9285714285714286,0.015745324958769378,-0.5454179672221846,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,30,2,2,NA,51,80,20000,20000,4,1000
47,NA,NA,NA,NA,21,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely not,NA,NA,1,NA,50,70,75000,75000,4,20000
48,1.8888888888888888,2.142857142857143,0.002535233991246886,-0.6881329567846094,18,Male,Male,Gay / Lesbian,White / Caucasian,Single,No,Might or might not,30,2,2,NA,45,80,100000,100000,4,3000
48,1.8888888888888888,2.142857142857143,0.002535233991246886,-0.6881329567846094,18,Male,Male,Gay / Lesbian,White / Caucasian,Single,No,Might or might not,30,2,3,NA,45,80,100000,100000,4,3000
49,3.5555555555555554,2.7857142857142856,0.0060046614266028595,0.37216581363652823,21,Female,Female,Gay / Lesbian,White / Caucasian,Dating,No,Definitely yes,27,4,1,NA,46,80,60000,75000,4,500
49,3.5555555555555554,2.7857142857142856,0.0060046614266028595,0.37216581363652823,21,Female,Female,Gay / Lesbian,White / Caucasian,Dating,No,Definitely yes,27,4,2,NA,71,75,50000,10000,4,600
49,3.5555555555555554,2.7857142857142856,0.0060046614266028595,0.37216581363652823,21,Female,Female,Gay / Lesbian,White / Caucasian,Dating,No,Definitely yes,27,4,3,NA,46,80,60000,25000,2,500
49,3.5555555555555554,2.7857142857142856,0.0060046614266028595,0.37216581363652823,21,Female,Female,Gay / Lesbian,White / Caucasian,Dating,No,Definitely yes,27,4,4,NA,65,70,50000,10000,1,100
